Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
22,Sierra Leone,69,76,SC Cambuur,2700000.0,4000.0,Left,1.0,2.0,2.0,Normal,Back,183,68
34,Peru,68,68,Ayacucho,575000.0,500.0,Right,1.0,3.0,4.0,Normal,Middle,160,60
24,Honduras,67,72,Minnesota United FC,1400000.0,2000.0,Right,1.0,2.0,2.0,Lean,Middle,191,82
21,Uruguay,65,74,Club Atlético Peñarol,1500000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,179,76
23,France,67,72,AS Nancy Lorraine,1600000.0,5000.0,Right,1.0,2.0,3.0,Normal,Forward,170,71
30,Germany,71,71,SSV Jahn Regensburg,1500000.0,9000.0,Right,1.0,3.0,2.0,Normal,Back,189,87
22,Uruguay,69,79,Liverpool Fútbol Club,3000000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,187,81
20,Ecuador,63,71,C.D. Universidad Católica del Ecuador,1000000.0,500.0,Right,1.0,2.0,2.0,Lean,Middle,170,66
21,Bolivia,62,70,Club Atlético Palmaflor,850000.0,500.0,Right,1.0,3.0,3.0,Lean,Back,170,65
27,England,63,64,Adelaide United,550000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,170,64
27,England,62,62,Walsall,375000.0,3000.0,Right,1.0,3.0,3.0,Normal,Back,185,68
21,Germany,64,74,SC Freiburg II,1200000.0,4000.0,Right,1.0,3.0,2.0,Lean,Middle,184,74
22,England,64,74,Fleetwood Town,1300000.0,3000.0,Right,1.0,2.0,3.0,Normal,Back,178,65
29,Uruguay,68,68,Platense,1000000.0,6000.0,Right,1.0,2.0,2.0,Normal,Back,177,74
24,Belgium,77,82,Stade de Reims,14500000.0,20000.0,Right,1.0,3.0,2.0,Normal,Back,187,82
25,Argentina,72,78,Atlanta United,3300000.0,6000.0,Right,1.0,2.0,2.0,Normal,Back,183,77
24,England,64,69,Carlisle United,875000.0,3000.0,Right,1.0,3.0,3.0,Lean,Middle,178,80
31,Turkey,74,74,Fenerbahçe SK,2900000.0,45000.0,Right,1.0,2.0,2.0,Normal,Back,183,81
26,South Africa,69,74,Orlando Pirates,1800000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,172,65
18,England,59,78,Crawley Town,575000.0,5000.0,Right,1.0,4.0,3.0,Normal,Middle,189,78
26,Argentina,70,72,Atlético Tucumán,2000000.0,8000.0,Right,1.0,3.0,3.0,Normal,Forward,179,70
24,Czech Republic,63,66,FC Flyeralarm Admira,650000.0,2000.0,Left,1.0,3.0,2.0,Normal,Middle,175,71
27,Poland,70,70,Portland Timbers,1700000.0,6000.0,Right,1.0,5.0,3.0,Normal,Forward,185,77
28,Portugal,75,77,FC Porto,5500000.0,12000.0,Right,1.0,2.0,2.0,Normal,Back,187,81
23,England,68,74,Huddersfield Town,1700000.0,7000.0,Right,1.0,2.0,2.0,Stocky,Back,181,73
28,Austria,69,70,SK Rapid Wien,1300000.0,13000.0,Right,1.0,3.0,2.0,Normal,Back,183,70
27,Italy,71,73,Südtirol,2000000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,186,78
19,Argentina,65,78,Real Zaragoza,1700000.0,7000.0,Right,1.0,3.0,3.0,Normal,Forward,184,72
21,Argentina,63,75,Godoy Cruz,1200000.0,2000.0,Right,1.0,3.0,3.0,Stocky,Middle,175,75
22,England,69,78,Sheffield United,3200000.0,13000.0,Right,1.0,3.0,3.0,Normal,Forward,180,75
22,Northern Ireland,59,63,York City,200000.0,2000.0,Left,1.0,3.0,2.0,Normal,Middle,175,70
24,Argentina,69,73,Club Necaxa,2000000.0,7000.0,Right,1.0,3.0,2.0,Normal,Forward,184,83
22,Nigeria,69,76,Lillestrøm SK,2600000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,187,78
23,Argentina,69,76,San Lorenzo de Almagro,2600000.0,6000.0,Right,1.0,4.0,2.0,Normal,Back,183,79
25,Spain,64,68,Villarreal Club de Fútbol B,750000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,176,71
36,Ecuador,67,67,Mushuc Runa,200000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,171,71
27,Brazil,67,68,Orlando City Soccer Club,1100000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,170,66
27,Norway,71,74,FC Girondins de Bordeaux,2100000.0,6000.0,Right,1.0,2.0,2.0,Normal,Back,191,83
27,Uruguay,60,60,Club Plaza de Deportes Colonia,250000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,177,74
24,Czech Republic,70,75,FC Twente,2400000.0,8000.0,Left,1.0,3.0,3.0,Lean,Back,182,65
23,Argentina,71,81,Defensa y Justicia,3900000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,184,78
23,Belgium,66,74,FC Volendam,1900000.0,3000.0,Right,1.0,4.0,3.0,Normal,Middle,172,66
24,Germany,75,79,FC Augsburg,7000000.0,20000.0,Left,2.0,3.0,2.0,Lean,Back,193,89
23,Germany,67,73,SV Waldhof Mannheim 07,1600000.0,2000.0,Right,1.0,3.0,4.0,Normal,Middle,175,72
21,Portugal,63,71,Boavista FC,1000000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,179,69
26,Germany,62,64,VfB Oldenburg,500000.0,500.0,Right,1.0,3.0,2.0,Lean,Middle,186,71
22,Sweden,62,70,Degerfors IF,900000.0,700.0,Right,1.0,3.0,3.0,Normal,Middle,193,85
29,Poland,63,63,VfB Oldenburg,400000.0,550.0,Right,1.0,3.0,2.0,Normal,Middle,185,78
26,Colombia,68,72,América de Cali,1500000.0,1000.0,Right,1.0,2.0,2.0,Stocky,Back,180,70
20,Italy,65,75,Cosenza,1600000.0,700.0,Right,1.0,3.0,3.0,Normal,Middle,183,75
19,Denmark,67,79,SK Sturm Graz,2400000.0,5000.0,Left,1.0,3.0,2.0,Normal,Forward,187,79
24,Brazil,68,71,APOEL Nicosia FC,1600000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,179,73
32,Australia,63,63,Hyderabad FC,375000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,176,75
21,Paraguay,66,77,Club Cerro Porteño,1900000.0,500.0,Left,1.0,2.0,2.0,Lean,Back,174,70
22,England,66,77,Charlton Athletic,1800000.0,12000.0,Right,1.0,4.0,2.0,Lean,Back,174,68
35,Brazil,72,72,Western Sydney Wanderers,625000.0,5000.0,Right,2.0,2.0,2.0,Normal,Back,191,85
21,United States,64,78,Charlotte FC,1400000.0,2000.0,Left,1.0,3.0,3.0,Normal,Middle,183,75
22,Venezuela,65,72,Deportivo La Guaira FC,1500000.0,500.0,Right,1.0,3.0,3.0,Normal,Forward,181,74
21,Netherlands,68,77,N.E.C. Nijmegen,2700000.0,4000.0,Left,1.0,3.0,3.0,Lean,Back,183,74
25,Ecuador,64,67,Delfín Sporting Club,725000.0,500.0,Left,1.0,3.0,3.0,Normal,Back,181,79
26,Brazil,62,63,HJK Helsinki,475000.0,500.0,Left,1.0,3.0,3.0,Normal,Middle,180,70
22,Sweden,66,77,Kalmar FF,1900000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,180,78
28,Turkey,66,66,İttifak Holding Konyaspor,750000.0,5000.0,Right,1.0,3.0,2.0,Normal,Middle,179,75
20,Republic of Ireland,60,69,Shelbourne FC,550000.0,500.0,Right,1.0,3.0,3.0,Normal,Forward,181,58
26,Peru,67,72,Cienciano,1300000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,178,77
21,Germany,70,80,Fortuna Düsseldorf,3600000.0,10000.0,Right,1.0,3.0,3.0,Normal,Middle,175,70
26,Germany,62,63,Borussia Dortmund II,475000.0,1000.0,Left,1.0,2.0,3.0,Normal,Middle,172,70
25,Saudi Arabia,60,65,Al Adalah,325000.0,3000.0,Right,1.0,4.0,2.0,Lean,Back,173,59
32,Uruguay,63,63,Club Social y Deportivo Macará,325000.0,500.0,Right,1.0,3.0,2.0,Stocky,Middle,180,76
26,Germany,67,68,Karlsruher SC,1200000.0,6000.0,Right,1.0,4.0,3.0,Lean,Back,175,64
21,Denmark,67,77,Aalborg BK,2200000.0,4000.0,Right,1.0,3.0,2.0,Normal,Middle,182,65
30,Turkey,66,66,Altay SK,700000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,184,76
23,Ghana,67,72,FC Ingolstadt 04,1400000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,178,72
23,United States,69,75,Royal Antwerp FC,2100000.0,8000.0,Left,1.0,2.0,2.0,Lean,Back,177,72
20,Italy,69,80,Lecce,3100000.0,20000.0,Left,1.0,3.0,2.0,Normal,Forward,183,74
26,Germany,70,73,SC Paderborn 07,2100000.0,13000.0,Right,1.0,3.0,3.0,Normal,Forward,190,86
18,Norway,62,78,Strømsgodset IF,1000000.0,500.0,Right,1.0,3.0,4.0,Normal,Back,177,60
29,Brazil,69,69,FC Paços de Ferreira,1400000.0,6000.0,Right,1.0,3.0,3.0,Normal,Back,175,70
22,France,66,75,LA Galaxy,1900000.0,2000.0,Right,1.0,3.0,3.0,Lean,Middle,183,75
25,England,64,66,Stevenage,750000.0,3000.0,Right,1.0,3.0,3.0,Normal,Forward,174,74
28,Uruguay,70,72,Boavista FC,1600000.0,8000.0,Left,1.0,3.0,2.0,Normal,Back,186,80
32,Curacao,67,67,Perth Glory,650000.0,2000.0,Right,1.0,3.0,2.0,Stocky,Back,189,75
28,England,67,67,Luton Town,925000.0,11000.0,Left,1.0,3.0,2.0,Lean,Back,178,70
22,Hungary,65,76,Grasshopper Club Zürich,1500000.0,13000.0,Right,1.0,3.0,3.0,Lean,Back,182,78
24,Senegal,68,74,Amiens SC,1900000.0,3000.0,Right,1.0,3.0,3.0,Lean,Forward,189,75
30,Spain,61,61,FC Andorra,325000.0,1000.0,Left,1.0,3.0,2.0,Lean,Middle,170,66
25,Republic of Ireland,63,65,Dundalk FC,550000.0,800.0,Right,1.0,3.0,2.0,Normal,Middle,188,75
25,Germany,67,71,SG Dynamo Dresden,1300000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,183,79
23,Brazil,66,72,Moreirense FC,1400000.0,4000.0,Right,1.0,3.0,2.0,Lean,Back,171,64
19,England,64,74,Hibernian,1200000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,188,76
31,Paraguay,70,70,Club Cerro Porteño,1200000.0,550.0,Right,1.0,2.0,2.0,Normal,Back,179,82
35,Spain,73,73,CD Tenerife,1300000.0,8000.0,Left,1.0,3.0,3.0,Normal,Forward,190,79
24,Brazil,69,74,FC Paços de Ferreira,2100000.0,5000.0,Right,1.0,3.0,3.0,Normal,Back,176,66
30,Portugal,77,77,SC Braga,8500000.0,15000.0,Right,1.0,2.0,2.0,Normal,Back,187,81
23,Uruguay,66,73,Liverpool Fútbol Club,1700000.0,500.0,Left,1.0,3.0,2.0,Normal,Forward,184,89
24,England,65,69,Dundee FC,950000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,181,79
23,Mexico,72,81,US Cremonese,4900000.0,3000.0,Left,1.0,2.0,2.0,Lean,Back,185,72
19,England,60,71,Walsall,500000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,184,70
22,Brazil,63,68,Colorado Rapids,750000.0,2000.0,Left,1.0,3.0,2.0,Normal,Back,170,67
22,Greece,70,77,Panathinaikos FC,3300000.0,500.0,Right,1.0,4.0,2.0,Normal,Forward,186,80
24,Spain,69,74,Estoril Praia,2000000.0,3000.0,Right,1.0,3.0,2.0,Stocky,Back,170,70
24,Brazil,76,81,Fiorentina,10000000.0,36000.0,Left,1.0,2.0,2.0,Stocky,Back,185,84
19,Colombia,64,73,Club Independiente Santa Fe,1300000.0,650.0,Right,1.0,3.0,3.0,Lean,Back,172,69
24,Peru,64,65,Carlos A. Mannucci,725000.0,500.0,Right,1.0,3.0,4.0,Normal,Back,167,68
29,Sweden,69,69,IF Elfsborg,1200000.0,3000.0,Right,1.0,4.0,2.0,Normal,Back,175,70
21,England,68,74,Sunderland,2000000.0,12000.0,Right,1.0,4.0,3.0,Normal,Forward,183,73
28,Saint Lucia,66,67,Ipswich Town,800000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,183,75
28,Denmark,63,63,SønderjyskE,475000.0,3000.0,Right,1.0,3.0,3.0,Lean,Middle,180,75
22,Portugal,69,77,Portimonense SC,3000000.0,4000.0,Left,1.0,2.0,2.0,Normal,Back,192,84
21,Spain,64,74,Villarreal Club de Fútbol B,1300000.0,1000.0,Right,1.0,4.0,3.0,Lean,Middle,182,72
25,United States,70,73,Chicago Fire Football Club,2100000.0,5000.0,Right,1.0,3.0,3.0,Normal,Middle,175,74
22,Netherlands,63,71,Sandefjord Fotball,1000000.0,850.0,Left,1.0,3.0,2.0,Normal,Back,174,70
22,Uruguay,62,69,Centro Atlético Fénix,800000.0,500.0,Left,1.0,2.0,2.0,Normal,Middle,176,75
28,China PR,70,72,Guangzhou FC,1600000.0,6000.0,Right,1.0,2.0,3.0,Normal,Back,187,76
20,England,60,72,Morecambe,550000.0,6000.0,Right,1.0,3.0,2.0,Normal,Middle,184,74
24,Slovakia,65,68,Wisła Płock,975000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,186,79
23,Colombia,63,70,Racing Santander,975000.0,8000.0,Left,1.0,3.0,3.0,Normal,Middle,169,67
22,Germany,63,72,Viktoria Köln,1100000.0,1000.0,Left,1.0,4.0,3.0,Lean,Middle,180,74
22,Senegal,69,79,Sheffield United,3100000.0,12000.0,Right,1.0,3.0,4.0,Lean,Forward,180,70
22,Norway,63,74,Strømsgodset IF,1100000.0,1000.0,Right,1.0,3.0,4.0,Lean,Back,185,70
24,Ecuador,69,75,Independiente del Valle,2000000.0,500.0,Left,1.0,2.0,2.0,Normal,Back,182,83
26,Poland,64,66,Radomiak Radom,675000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,178,68
26,Netherlands,62,65,FC Botoşani,475000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,176,70
21,Ecuador,65,74,Sociedad Deportiva Aucas,1600000.0,500.0,Left,1.0,3.0,3.0,Lean,Back,167,64
19,Belgium,68,85,PSV,3100000.0,5000.0,Left,1.0,3.0,3.0,Normal,Back,179,70
22,Ecuador,62,69,Club Deportivo El Nacional,800000.0,500.0,Right,1.0,3.0,2.0,Lean,Middle,174,71
30,Scotland,76,76,Leeds United,6000000.0,34000.0,Left,1.0,2.0,2.0,Lean,Back,187,73
21,Austria,68,76,SK Sturm Graz,2500000.0,6000.0,Right,1.0,3.0,2.0,Normal,Back,185,79
21,Netherlands,65,75,Go Ahead Eagles,1500000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,183,72
25,Portugal,74,78,Vitesse,5500000.0,11000.0,Right,1.0,2.0,2.0,Normal,Back,191,78
28,Wales,62,62,Mansfield Town,350000.0,4000.0,Right,1.0,3.0,2.0,Lean,Back,186,75
20,Mali,68,79,FC Annecy,2700000.0,8000.0,Left,1.0,5.0,3.0,Normal,Forward,175,68
22,Senegal,67,75,KV Kortrijk,2300000.0,5000.0,Right,1.0,3.0,3.0,Normal,Forward,188,84
22,Mali,63,70,KV Kortrijk,925000.0,2000.0,Right,1.0,2.0,2.0,Normal,Middle,181,74
22,Ghana,71,75,Racing Club de Lens,2500000.0,15000.0,Right,1.0,2.0,2.0,Lean,Middle,180,61
30,Spain,73,73,RCD Mallorca,2500000.0,19000.0,Right,1.0,3.0,2.0,Lean,Back,187,80
20,Bolivia,63,76,Independiente Petrolero,1200000.0,500.0,Left,1.0,3.0,3.0,Normal,Middle,168,64
24,Colombia,73,81,KRC Genk,6500000.0,11000.0,Left,1.0,3.0,2.0,Normal,Back,187,82
22,Germany,67,72,1. FC Magdeburg,1600000.0,5000.0,Left,1.0,4.0,3.0,Lean,Back,169,63
17,Colombia,58,75,Deportivo Pasto,500000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,178,66
30,Ghana,65,65,Chennaiyin FC,700000.0,850.0,Left,1.0,3.0,2.0,Lean,Forward,190,83
29,Peru,67,67,Sport Huancayo,1000000.0,500.0,Right,1.0,4.0,2.0,Normal,Middle,170,69
22,United States,74,82,Crystal Palace,9000000.0,34000.0,Right,1.0,4.0,2.0,Normal,Back,188,87
20,Venezuela,67,84,Deportivo La Guaira FC,2700000.0,500.0,Right,1.0,3.0,2.0,Lean,Forward,175,68
28,Serbia,65,65,Chennaiyin FC,625000.0,750.0,Left,1.0,3.0,2.0,Normal,Back,189,82
21,Ecuador,65,74,LDU Quito,1500000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,170,63
22,Slovenia,63,71,Austin FC,1000000.0,1000.0,Left,1.0,3.0,2.0,Normal,Back,178,69
31,Argentina,71,71,Gimnasia y Esgrima La Plata,1300000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,180,72
30,Chile,63,63,Unión Española,400000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,185,78
26,Uruguay,69,70,Club Necaxa,1700000.0,8000.0,Left,1.0,3.0,3.0,Normal,Forward,182,80
26,England,67,67,Ipswich Town,1100000.0,6000.0,Right,1.0,4.0,4.0,Lean,Back,180,70
32,Paraguay,64,64,General Caballero (JLM),475000.0,500.0,Right,1.0,3.0,3.0,Normal,Forward,184,82
24,Belgium,68,73,KV Mechelen,1800000.0,6000.0,Right,1.0,3.0,3.0,Stocky,Forward,185,88
31,Sweden,75,75,Brentford,3800000.0,38000.0,Right,1.0,3.0,2.0,Normal,Back,194,86
24,United States,74,83,Celtic,8500000.0,34000.0,Right,1.0,3.0,2.0,Stocky,Back,183,92
25,Peru,69,72,Cienciano,1900000.0,500.0,Right,1.0,3.0,3.0,Lean,Forward,183,82
26,Uruguay,65,67,Cerro Largo Fútbol Club,775000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,180,73
23,Uruguay,66,73,FC Luzern,1700000.0,5000.0,Left,1.0,3.0,3.0,Normal,Back,184,85
28,Brazil,72,72,Wuhan Three Towns,2400000.0,16000.0,Right,1.0,4.0,3.0,Stocky,Forward,196,90
27,Central African Republic,68,68,US Quevilly Rouen Métropole,1300000.0,3000.0,Right,1.0,3.0,2.0,Normal,Forward,181,70
24,Germany,64,68,SV Elversberg,775000.0,550.0,Right,1.0,4.0,2.0,Lean,Middle,183,73
21,Netherlands,70,82,FC Twente,3700000.0,5000.0,Right,1.0,3.0,2.0,Lean,Back,186,78
24,Portugal,67,71,Pogoń Szczecin,1400000.0,3000.0,Left,1.0,3.0,2.0,Lean,Back,181,66
18,Ecuador,61,76,LDU Quito,725000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,175,68
20,Venezuela,61,71,Academia Puerto Cabello,725000.0,500.0,Right,1.0,3.0,3.0,Normal,Forward,172,68
30,Germany,65,65,SV Waldhof Mannheim 07,575000.0,2000.0,Right,1.0,4.0,2.0,Lean,Back,182,76
24,Germany,71,75,SV Darmstadt 98,2700000.0,13000.0,Right,1.0,3.0,2.0,Normal,Forward,190,86
19,Denmark,63,75,FC Nordsjælland,1100000.0,2000.0,Right,1.0,4.0,2.0,Normal,Back,188,70
20,Peru,61,69,Carlos A. Mannucci,725000.0,500.0,Right,1.0,3.0,3.0,Normal,Middle,175,72
25,Guinea,73,78,Valencia CF,4000000.0,22000.0,Right,1.0,3.0,2.0,Lean,Back,189,78
27,Sweden,64,65,Varbergs BoIS FC,625000.0,950.0,Right,1.0,2.0,2.0,Normal,Back,183,83
25,Netherlands,68,71,Sparta Rotterdam,1500000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,181,77
22,Korea Republic,63,73,Seongnam FC,1100000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,173,70
31,Belgium,76,76,Hertha BSC,5000000.0,27000.0,Right,2.0,3.0,2.0,Normal,Back,188,84
33,England,68,68,Real Salt Lake,575000.0,3000.0,Right,2.0,2.0,2.0,Stocky,Back,183,78
26,Sweden,62,64,IFK Värnamo,500000.0,850.0,Right,1.0,3.0,3.0,Lean,Middle,177,72
23,Denmark,63,70,AC Horsens,975000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,174,65
20,Peru,60,70,Sport Huancayo,550000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,175,67
25,Morocco,64,68,AD Alcorcón,825000.0,2000.0,Right,1.0,3.0,4.0,Normal,Middle,179,72
23,Austria,75,80,Racing Club de Lens,7500000.0,23000.0,Right,1.0,3.0,2.0,Normal,Back,190,85
29,Germany,74,74,VfL Bochum 1848,4200000.0,24000.0,Left,1.0,2.0,2.0,Normal,Forward,195,89
22,Belgium,75,82,Stade Rennais FC,10500000.0,30000.0,Left,1.0,3.0,2.0,Normal,Back,184,79
26,Colombia,67,67,Warta Poznań,1100000.0,2000.0,Right,1.0,4.0,3.0,Normal,Forward,172,69
22,Venezuela,62,68,Aragua Fútbol Club,650000.0,500.0,Left,1.0,2.0,2.0,Normal,Middle,178,66
23,Côte d'Ivoire,66,72,GD Chaves,1300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,178,75
20,England,69,82,Burnley,3200000.0,28000.0,Right,1.0,3.0,2.0,Normal,Back,188,73
23,Germany,68,73,1. FC Köln,1800000.0,10000.0,Left,1.0,4.0,2.0,Normal,Forward,193,90
29,Spain,70,70,KAS Eupen,1300000.0,7000.0,Right,2.0,3.0,2.0,Normal,Back,184,83
23,Portugal,68,74,Santa Clara,1900000.0,3000.0,Right,1.0,2.0,3.0,Lean,Back,178,73
23,United States,66,73,FC Dallas,1600000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,178,72
21,France,64,71,Chamois Niortais Football Club,1100000.0,1000.0,Right,1.0,3.0,2.0,Normal,Middle,184,78
26,England,63,63,Colchester United,525000.0,4000.0,Right,1.0,4.0,3.0,Normal,Middle,173,70
22,Japan,61,69,Vegalta Sendai,725000.0,950.0,Right,1.0,3.0,2.0,Normal,Middle,175,72
25,China PR,60,60,Jiangsu FC,275000.0,3000.0,Right,1.0,4.0,3.0,Stocky,Middle,178,80
28,Ecuador,63,63,Delfín Sporting Club,425000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,176,78
20,Mali,70,80,Stade de Reims,3500000.0,11000.0,Right,1.0,3.0,3.0,Normal,Forward,185,72
17,Venezuela,64,83,Deportivo La Guaira FC,1500000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,168,61
33,Portugal,67,67,SV Elversberg,475000.0,1000.0,Right,1.0,4.0,2.0,Lean,Back,186,81
20,Netherlands,65,77,Vitesse,1600000.0,3000.0,Left,1.0,3.0,2.0,Lean,Back,178,68
23,Ghana,77,85,Southampton,22000000.0,41000.0,Left,1.0,3.0,2.0,Normal,Back,191,85
22,Guyana,61,69,Cheltenham Town,700000.0,1000.0,Right,1.0,4.0,2.0,Normal,Middle,188,74
28,Germany,73,73,Hamburger SV,3100000.0,14000.0,Right,1.0,4.0,2.0,Normal,Forward,193,85
20,Paraguay,59,66,Club Sol de América,450000.0,500.0,Right,1.0,3.0,3.0,Lean,Forward,174,62
24,Peru,66,69,Sport Boys,1200000.0,500.0,Right,1.0,3.0,3.0,Normal,Back,180,79
28,Czech Republic,71,71,FC Viktoria Plzeň,1600000.0,700.0,Right,1.0,3.0,2.0,Lean,Back,191,84
27,Nigeria,66,67,Racing Santander,1000000.0,3000.0,Left,1.0,3.0,2.0,Normal,Forward,182,74
31,Paraguay,65,65,Club Nacional,575000.0,500.0,Right,1.0,2.0,3.0,Normal,Middle,179,75
24,Germany,64,68,VfL Osnabrück,775000.0,1000.0,Right,1.0,3.0,3.0,Normal,Back,187,77
22,Switzerland,61,72,FC Luzern,725000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,184,82
37,Jamaica,68,68,Karlsruher SC,220000.0,4000.0,Right,1.0,4.0,2.0,Normal,Back,194,85
23,Congo DR,66,71,Stade Lavallois Mayenne FC,850000.0,3000.0,Right,1.0,3.0,3.0,Normal,Back,178,72
30,Croatia,74,74,Cerezo Osaka,3500000.0,8000.0,Right,1.0,3.0,2.0,Normal,Back,187,83
22,Republic of Ireland,69,75,Venezia FC,2300000.0,25000.0,Right,1.0,3.0,2.0,Normal,Forward,175,73
34,Hungary,70,70,FC Basel 1893,775000.0,12000.0,Right,2.0,3.0,3.0,Stocky,Forward,193,93
21,Romania,63,72,FC Botoşani,1000000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,189,83
22,Spain,61,72,FC Andorra,725000.0,2000.0,Left,1.0,3.0,2.0,Lean,Middle,178,68
22,Portugal,65,70,GD Chaves,1100000.0,2000.0,Left,1.0,3.0,3.0,Lean,Back,178,73
22,Argentina,73,79,Club Atlético Colón,4400000.0,9000.0,Right,1.0,4.0,2.0,Lean,Back,188,82
32,England,62,62,Harrogate Town,250000.0,2000.0,Right,1.0,4.0,2.0,Normal,Back,178,72
33,Brazil,66,66,Radomiak Radom,525000.0,2000.0,Left,1.0,3.0,3.0,Normal,Middle,175,74
31,Brazil,77,77,Trabzonspor,7000000.0,33000.0,Left,1.0,2.0,2.0,Normal,Back,187,80
23,Romania,66,73,FC U Craiova 1948,1600000.0,3000.0,Right,1.0,3.0,2.0,Normal,Back,168,68
24,Germany,64,67,VfL Osnabrück,800000.0,1000.0,Left,1.0,2.0,2.0,Stocky,Forward,179,78
33,Belgium,65,65,Waasland-Beveren,240000.0,2000.0,Right,2.0,4.0,2.0,Stocky,Forward,175,76
23,Colombia,72,79,KRC Genk,4400000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,179,81
18,England,59,69,Tranmere Rovers,475000.0,4000.0,Right,1.0,3.0,2.0,Lean,Middle,175,75
31,Denmark,70,70,Silkeborg IF,1300000.0,8000.0,Right,1.0,3.0,3.0,Lean,Forward,196,85
23,Uruguay,65,72,Centro Atlético Fénix,1400000.0,500.0,Left,1.0,2.0,3.0,Lean,Middle,178,66
24,France,65,70,Chamois Niortais Football Club,1000000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,175,68
23,Germany,74,79,1. FC Union Berlin,6000000.0,20000.0,Right,1.0,3.0,2.0,Normal,Back,186,83
22,Germany,70,76,SK Rapid Wien,2600000.0,14000.0,Left,1.0,3.0,3.0,Normal,Middle,176,69
20,Denmark,61,73,AC Horsens,775000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,185,80
30,Brazil,72,72,Fluminense,1900000.0,15000.0,Right,1.0,3.0,2.0,Stocky,Middle,181,82
21,Peru,62,67,Club Atlético Grau,575000.0,500.0,Left,1.0,3.0,2.0,Lean,Back,180,79
19,Japan,64,73,Shimizu S-Pulse,1300000.0,750.0,Right,1.0,3.0,2.0,Lean,Forward,175,66
21,France,70,79,FC Nantes,3600000.0,17000.0,Right,1.0,3.0,3.0,Normal,Forward,185,79
27,Germany,64,64,Rot-Weiß Essen,625000.0,2000.0,Right,1.0,3.0,3.0,Lean,Forward,182,74
23,Argentina,68,77,Godoy Cruz,2700000.0,4000.0,Right,1.0,3.0,3.0,Lean,Middle,183,76
27,Republic of Ireland,62,62,Morecambe,425000.0,2000.0,Right,1.0,3.0,3.0,Normal,Back,176,69
20,Mali,66,83,SV Zulte Waregem,2200000.0,6000.0,Left,1.0,3.0,3.0,Lean,Middle,180,74
22,Scotland,60,66,Derry City,400000.0,1000.0,Right,1.0,3.0,2.0,Lean,Middle,174,67
23,Portugal,67,75,FC Vizela,2300000.0,2000.0,Left,1.0,3.0,3.0,Lean,Back,175,66
30,Faroe Islands,62,62,Helsingborgs IF,350000.0,750.0,Left,1.0,3.0,2.0,Normal,Back,178,72
27,Paraguay,61,62,Guaireña FC,375000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,177,76
