Age,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
19,60,72,575000.0,900.0,Right,1.0,3.0,3.0,Normal,Reserve,174,65
23,68,77,2600000.0,4000.0,Right,1.0,3.0,2.0,Normal,Back,166,67
30,64,64,575000.0,2000.0,Left,1.0,4.0,2.0,Stocky,Middle,176,68
30,69,69,1400000.0,17000.0,Right,1.0,3.0,3.0,Normal,Forward,180,64
30,66,66,700000.0,5000.0,Right,1.0,3.0,2.0,Stocky,Back,192,90
23,66,75,1900000.0,7000.0,Right,1.0,4.0,3.0,Normal,Reserve,178,69
19,61,78,850000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,167,59
22,63,68,675000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,182,78
17,64,84,1600000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,183,67
24,74,78,5500000.0,16000.0,Right,1.0,3.0,2.0,Normal,Back,185,80
22,64,73,1300000.0,1000.0,Right,1.0,3.0,3.0,Normal,Middle,180,73
21,66,73,1600000.0,2000.0,Left,1.0,3.0,3.0,Lean,Back,172,62
17,58,71,475000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,186,79
30,57,57,160000.0,900.0,Right,1.0,3.0,2.0,Normal,Middle,169,65
22,67,77,2300000.0,4000.0,Right,1.0,3.0,3.0,Lean,Reserve,182,71
21,64,71,1100000.0,6000.0,Right,1.0,2.0,2.0,Lean,Reserve,176,68
21,61,71,725000.0,2000.0,Left,1.0,3.0,3.0,Normal,Reserve,185,75
24,65,72,1300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,184,75
26,62,63,475000.0,900.0,Left,1.0,2.0,2.0,Normal,Back,189,79
24,71,75,2400000.0,9000.0,Right,1.0,3.0,2.0,Normal,Reserve,194,91
20,66,75,700000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,178,75
26,68,73,1600000.0,500.0,Right,1.0,2.0,2.0,Lean,Reserve,183,73
18,61,75,750000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,168,62
25,66,69,1000000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,173,65
24,65,70,1000000.0,1000.0,Left,1.0,2.0,3.0,Normal,Reserve,186,75
23,70,77,3000000.0,11000.0,Right,1.0,3.0,3.0,Normal,Reserve,185,76
20,60,74,600000.0,4000.0,Right,1.0,3.0,2.0,Lean,Reserve,177,70
24,69,75,2200000.0,5000.0,Right,1.0,2.0,3.0,Lean,Middle,188,81
21,65,72,1500000.0,4000.0,Right,1.0,4.0,2.0,Normal,Reserve,180,82
20,60,77,650000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,185,73
22,68,78,2700000.0,5000.0,Left,1.0,3.0,2.0,Lean,Forward,187,76
19,61,71,675000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,179,75
29,64,64,575000.0,4000.0,Right,1.0,3.0,3.0,Normal,Reserve,178,72
19,64,77,1400000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,173,65
19,63,81,1200000.0,500.0,Left,1.0,3.0,3.0,Normal,Reserve,178,78
18,66,81,1900000.0,3000.0,Right,1.0,3.0,2.0,Lean,Back,185,76
20,65,74,1500000.0,2000.0,Left,1.0,2.0,3.0,Normal,Reserve,177,70
34,67,67,500000.0,500.0,Right,1.0,3.0,2.0,Stocky,Forward,181,80
26,60,63,325000.0,650.0,Right,1.0,3.0,3.0,Normal,Reserve,187,82
28,65,65,725000.0,500.0,Right,1.0,3.0,3.0,Lean,Back,169,62
30,69,69,1100000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,184,77
22,65,73,1600000.0,500.0,Right,1.0,3.0,4.0,Normal,Reserve,176,71
19,62,76,950000.0,900.0,Right,1.0,4.0,4.0,Lean,Reserve,170,66
23,62,70,850000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,186,73
18,61,79,825000.0,4000.0,Right,1.0,3.0,2.0,Lean,Reserve,184,66
23,70,78,3600000.0,6000.0,Right,1.0,3.0,2.0,Normal,Back,187,79
17,64,84,1600000.0,1000.0,Right,1.0,3.0,4.0,Normal,Reserve,180,73
22,60,70,550000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,75
19,62,79,1000000.0,5000.0,Right,1.0,4.0,3.0,Lean,Reserve,180,74
26,65,65,800000.0,500.0,Right,1.0,3.0,2.0,Stocky,Reserve,184,80
23,70,75,2400000.0,5000.0,Right,1.0,4.0,3.0,Lean,Back,173,68
18,58,71,475000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,177,79
17,65,83,1700000.0,500.0,Right,1.0,3.0,4.0,Lean,Reserve,175,66
23,65,69,925000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,183,75
32,67,67,650000.0,3000.0,Right,1.0,3.0,2.0,Stocky,Back,181,78
18,58,73,475000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,172,69
30,70,70,1300000.0,8000.0,Right,2.0,3.0,2.0,Stocky,Reserve,185,87
24,62,68,625000.0,2000.0,Left,1.0,3.0,3.0,Lean,Reserve,181,75
22,69,80,2900000.0,30000.0,Right,1.0,4.0,2.0,Lean,Back,176,71
28,65,65,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,174,64
22,65,70,1000000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,173,64
23,63,69,750000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,175,71
23,64,72,1300000.0,3000.0,Right,1.0,4.0,3.0,Normal,Reserve,172,70
33,63,63,140000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,173,72
19,60,69,500000.0,850.0,Right,1.0,3.0,2.0,Lean,Reserve,183,78
20,58,73,475000.0,8000.0,Right,1.0,2.0,2.0,Lean,Reserve,180,75
24,62,65,500000.0,2000.0,Right,1.0,4.0,3.0,Normal,Reserve,183,85
23,65,72,1400000.0,5000.0,Right,1.0,3.0,4.0,Stocky,Reserve,179,77
21,61,71,700000.0,650.0,Right,1.0,3.0,3.0,Normal,Reserve,177,70
30,66,66,725000.0,500.0,Right,1.0,3.0,2.0,Normal,Middle,170,66
20,61,69,725000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,170,66
19,65,79,1700000.0,1000.0,Right,1.0,5.0,2.0,Lean,Reserve,173,71
21,60,72,575000.0,3000.0,Right,1.0,3.0,2.0,Lean,Reserve,186,71
21,60,71,550000.0,600.0,Right,1.0,3.0,2.0,Lean,Reserve,185,78
29,61,61,325000.0,500.0,Left,1.0,3.0,2.0,Normal,Middle,174,69
32,68,68,775000.0,9000.0,Right,1.0,2.0,2.0,Normal,Back,185,83
19,58,66,450000.0,850.0,Right,1.0,3.0,3.0,Normal,Reserve,181,77
26,61,62,350000.0,700.0,Left,1.0,3.0,3.0,Lean,Reserve,186,71
25,64,68,750000.0,1000.0,Right,1.0,3.0,2.0,Normal,Middle,184,81
24,65,66,775000.0,500.0,Right,1.0,2.0,2.0,Normal,Back,185,81
27,61,61,350000.0,500.0,Right,1.0,4.0,4.0,Normal,Middle,176,75
25,67,72,1300000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,187,73
23,66,72,1400000.0,4000.0,Right,1.0,3.0,3.0,Lean,Reserve,175,65
18,59,71,525000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,178,71
23,66,75,1800000.0,1000.0,Left,1.0,3.0,2.0,Lean,Back,180,72
18,61,71,650000.0,750.0,Right,1.0,2.0,2.0,Normal,Back,180,72
23,61,69,725000.0,1000.0,Right,1.0,5.0,2.0,Normal,Reserve,195,78
22,69,77,3100000.0,1000.0,Right,1.0,2.0,2.0,Lean,Middle,172,64
19,63,73,1000000.0,950.0,Right,1.0,3.0,2.0,Normal,Reserve,180,77
25,68,71,1400000.0,7000.0,Right,1.0,3.0,2.0,Normal,Reserve,187,84
18,60,76,625000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,173,63
23,61,67,525000.0,800.0,Right,1.0,3.0,2.0,Normal,Reserve,167,68
21,64,77,1400000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,184,75
16,62,80,1000000.0,500.0,Right,1.0,3.0,3.0,Lean,Reserve,179,65
19,66,80,2000000.0,2000.0,Left,1.0,4.0,3.0,Lean,Reserve,172,59
29,62,62,400000.0,600.0,Left,1.0,3.0,3.0,Normal,Forward,180,75
19,65,74,1500000.0,2000.0,Right,1.0,2.0,2.0,Normal,Reserve,181,73
35,64,64,160000.0,2000.0,Right,1.0,3.0,2.0,Normal,Middle,188,72
20,62,70,875000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,170,65
26,63,66,575000.0,5000.0,Right,1.0,2.0,2.0,Normal,Reserve,187,77
25,65,68,950000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,177,74
24,63,66,675000.0,900.0,Right,1.0,3.0,3.0,Lean,Forward,175,70
26,61,63,375000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,73
19,57,68,350000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,172,67
25,65,68,950000.0,3000.0,Right,1.0,3.0,3.0,Stocky,Reserve,174,75
22,77,82,14500000.0,39000.0,Left,1.0,3.0,2.0,Stocky,Reserve,196,90
21,64,72,1300000.0,3000.0,Left,1.0,2.0,2.0,Normal,Reserve,170,68
28,72,72,2400000.0,1000.0,Right,1.0,3.0,2.0,Normal,Forward,174,70
34,64,64,275000.0,500.0,Left,1.0,3.0,4.0,Normal,Middle,175,78
17,61,80,775000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,177,68
22,65,74,1600000.0,2000.0,Left,1.0,2.0,3.0,Lean,Reserve,175,69
19,62,75,950000.0,5000.0,Right,1.0,3.0,2.0,Normal,Reserve,187,70
24,64,68,775000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,174,73
24,75,83,11500000.0,38000.0,Right,1.0,3.0,2.0,Lean,Back,196,80
22,65,73,1600000.0,3000.0,Left,1.0,3.0,3.0,Normal,Reserve,190,88
21,65,73,1600000.0,2000.0,Right,1.0,2.0,3.0,Normal,Reserve,173,65
23,67,73,1600000.0,21000.0,Right,1.0,3.0,3.0,Lean,Reserve,191,81
22,65,71,1100000.0,4000.0,Left,1.0,3.0,2.0,Lean,Reserve,175,70
23,65,70,975000.0,2000.0,Right,1.0,1.0,2.0,Normal,Back,180,79
22,62,72,900000.0,1000.0,Right,1.0,3.0,3.0,Normal,Reserve,175,75
18,59,72,500000.0,500.0,Left,1.0,3.0,2.0,Normal,Reserve,174,73
23,58,62,300000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,188,82
19,62,77,950000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,175,65
20,64,77,1400000.0,2000.0,Left,1.0,3.0,3.0,Lean,Forward,168,60
19,56,66,300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,67
18,62,82,1100000.0,500.0,Left,1.0,4.0,3.0,Lean,Middle,176,71
25,69,74,1800000.0,3000.0,Right,1.0,3.0,2.0,Normal,Middle,183,79
19,64,77,1400000.0,2000.0,Left,1.0,3.0,3.0,Lean,Reserve,176,69
29,64,64,575000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,178,77
23,63,72,1100000.0,500.0,Right,1.0,2.0,3.0,Normal,Reserve,178,72
20,68,79,2700000.0,13000.0,Right,1.0,3.0,2.0,Lean,Reserve,191,84
23,64,70,925000.0,3000.0,Left,1.0,3.0,3.0,Normal,Back,186,76
22,62,73,900000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,172,70
27,64,65,600000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,187,82
24,63,68,675000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,179,73
17,60,68,500000.0,500.0,Right,1.0,3.0,2.0,Lean,Reserve,175,65
20,68,79,2700000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,185,79
18,62,78,1000000.0,4000.0,Right,1.0,3.0,3.0,Lean,Reserve,174,60
18,60,76,600000.0,4000.0,Right,1.0,3.0,2.0,Normal,Reserve,175,61
24,67,72,1400000.0,8000.0,Left,1.0,3.0,3.0,Lean,Back,172,70
21,63,69,700000.0,1000.0,Left,1.0,3.0,3.0,Normal,Middle,188,80
27,63,63,525000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,172,71
21,62,73,850000.0,1000.0,Left,1.0,3.0,2.0,Normal,Reserve,175,72
21,66,76,1900000.0,3000.0,Right,1.0,2.0,3.0,Lean,Reserve,174,64
20,63,78,1100000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,188,75
18,61,76,750000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,177,68
22,67,77,2200000.0,4000.0,Left,1.0,2.0,2.0,Lean,Back,179,75
24,64,68,850000.0,5000.0,Left,1.0,3.0,3.0,Normal,Back,180,69
21,58,69,450000.0,2000.0,Right,1.0,2.0,2.0,Lean,Reserve,184,73
30,62,62,375000.0,500.0,Right,1.0,4.0,4.0,Normal,Reserve,170,67
24,59,60,275000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,173,70
28,66,66,875000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,185,75
27,73,73,2800000.0,31000.0,Left,1.0,2.0,2.0,Normal,Reserve,188,80
23,66,73,1700000.0,3000.0,Right,1.0,3.0,2.0,Normal,Forward,176,68
20,64,74,1300000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,170,72
20,63,71,975000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,185,72
22,66,73,1600000.0,3000.0,Right,1.0,2.0,2.0,Lean,Reserve,175,65
22,74,80,6000000.0,19000.0,Right,1.0,3.0,2.0,Normal,Back,192,91
20,61,75,775000.0,3000.0,Right,1.0,4.0,3.0,Lean,Reserve,171,60
21,62,73,850000.0,1000.0,Right,1.0,4.0,2.0,Normal,Reserve,171,68
23,61,65,475000.0,2000.0,Right,1.0,4.0,3.0,Normal,Reserve,189,90
22,62,71,475000.0,2000.0,Right,1.0,3.0,4.0,Lean,Reserve,175,70
24,67,70,1400000.0,9000.0,Right,1.0,4.0,3.0,Lean,Reserve,180,68
21,68,83,3000000.0,5000.0,Right,1.0,3.0,3.0,Normal,Back,176,72
19,66,77,1800000.0,4000.0,Right,1.0,3.0,4.0,Normal,Reserve,180,75
25,70,74,2000000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,189,83
28,68,68,1200000.0,3000.0,Left,1.0,4.0,3.0,Lean,Reserve,168,63
24,66,72,1400000.0,3000.0,Left,1.0,3.0,3.0,Normal,Reserve,177,74
23,63,70,950000.0,6000.0,Left,1.0,2.0,3.0,Normal,Reserve,182,75
28,61,63,180000.0,3000.0,Right,1.0,3.0,2.0,Normal,Reserve,179,74
23,69,75,700000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,180,77
20,59,70,500000.0,1000.0,Right,1.0,3.0,3.0,Lean,Reserve,184,70
24,63,64,525000.0,500.0,Left,1.0,2.0,2.0,Normal,Middle,179,74
25,63,67,600000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,172,65
23,66,71,1300000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,183,75
25,61,66,450000.0,800.0,Right,1.0,3.0,2.0,Lean,Middle,177,73
24,66,71,1200000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,179,77
22,68,75,2300000.0,5000.0,Right,1.0,3.0,2.0,Normal,Reserve,190,89
23,61,67,475000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,179,70
20,65,74,1600000.0,3000.0,Right,1.0,3.0,4.0,Lean,Reserve,177,70
22,63,68,750000.0,2000.0,Left,1.0,3.0,2.0,Lean,Reserve,187,73
21,63,70,925000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,79
22,64,73,1300000.0,22000.0,Right,1.0,3.0,3.0,Lean,Reserve,171,65
20,64,78,1400000.0,3000.0,Right,1.0,3.0,3.0,Normal,Forward,171,60
32,65,65,575000.0,4000.0,Right,1.0,3.0,3.0,Stocky,Reserve,188,90
21,59,67,500000.0,950.0,Right,1.0,3.0,2.0,Normal,Reserve,177,70
20,61,76,775000.0,3000.0,Right,1.0,3.0,2.0,Lean,Reserve,183,76
23,61,66,500000.0,1000.0,Left,1.0,2.0,2.0,Lean,Reserve,176,68
25,68,71,1600000.0,3000.0,Left,1.0,3.0,2.0,Normal,Forward,184,80
23,64,72,1200000.0,700.0,Right,1.0,2.0,2.0,Normal,Reserve,193,80
19,59,74,525000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,180,72
30,68,68,1200000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,190,82
19,62,69,775000.0,950.0,Right,1.0,3.0,2.0,Lean,Reserve,183,74
19,59,73,525000.0,500.0,Right,1.0,3.0,3.0,Normal,Back,164,62
27,64,66,625000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,174,65
32,62,62,325000.0,3000.0,Right,1.0,2.0,2.0,Stocky,Reserve,188,87
18,60,72,575000.0,600.0,Right,1.0,3.0,2.0,Normal,Reserve,183,79
18,57,69,375000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,170,68
24,67,69,1300000.0,4000.0,Left,1.0,3.0,3.0,Normal,Middle,170,67
20,62,72,875000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,175,70
25,76,80,9500000.0,1000.0,Right,1.0,4.0,2.0,Normal,Reserve,197,90
25,68,71,1600000.0,35000.0,Right,1.0,3.0,3.0,Lean,Reserve,171,66
19,58,70,475000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,178,88
26,68,72,1500000.0,5000.0,Right,1.0,3.0,2.0,Normal,Back,191,82
29,72,73,2200000.0,10000.0,Right,1.0,3.0,2.0,Normal,Back,189,81
33,75,75,2700000.0,16000.0,Left,1.0,4.0,2.0,Normal,Reserve,184,84
22,66,75,1900000.0,6000.0,Right,1.0,3.0,3.0,Normal,Reserve,184,78
31,77,77,7000000.0,41000.0,Left,2.0,3.0,2.0,Normal,Back,188,87
16,60,82,775000.0,2000.0,Right,1.0,4.0,3.0,Lean,Reserve,173,65
19,63,76,1100000.0,1000.0,Left,1.0,3.0,3.0,Normal,Reserve,183,80
23,57,61,230000.0,500.0,Right,1.0,3.0,2.0,Lean,Back,175,70
25,65,66,850000.0,4000.0,Left,1.0,3.0,2.0,Normal,Middle,183,75
21,65,74,1600000.0,2000.0,Right,1.0,4.0,4.0,Lean,Middle,181,69
28,65,65,625000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,175,69
20,65,76,1600000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,174,64
28,67,67,1000000.0,500.0,Left,1.0,3.0,3.0,Lean,Middle,172,77
25,63,66,625000.0,2000.0,Right,1.0,3.0,3.0,Normal,Forward,180,76
25,60,63,325000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,169,59
23,68,75,2200000.0,7000.0,Left,1.0,2.0,2.0,Lean,Back,185,73
25,63,64,575000.0,500.0,Left,1.0,3.0,3.0,Normal,Reserve,175,68
26,65,68,850000.0,4000.0,Right,1.0,3.0,2.0,Normal,Reserve,183,79
17,58,75,500000.0,750.0,Left,1.0,3.0,2.0,Normal,Reserve,179,63
20,66,79,2100000.0,2000.0,Right,1.0,3.0,3.0,Normal,Reserve,167,58
27,64,64,700000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,183,65
21,61,70,700000.0,600.0,Left,1.0,3.0,2.0,Normal,Middle,190,85
24,63,67,625000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,184,75
20,67,80,2300000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,180,72
19,64,81,1500000.0,500.0,Right,1.0,4.0,3.0,Lean,Reserve,172,62
25,81,86,34000000.0,36000.0,Right,1.0,3.0,2.0,Lean,Back,187,81
31,76,76,5000000.0,40000.0,Right,1.0,3.0,2.0,Normal,Reserve,191,87
21,64,73,1300000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,178,72
20,62,70,875000.0,500.0,Left,1.0,3.0,3.0,Normal,Reserve,177,72
18,62,79,975000.0,500.0,Right,1.0,3.0,2.0,Normal,Reserve,177,71
21,63,72,1000000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,181,70
26,64,65,625000.0,3000.0,Right,1.0,3.0,2.0,Lean,Middle,187,77
22,66,70,1200000.0,4000.0,Right,1.0,3.0,3.0,Normal,Reserve,180,73
19,56,71,350000.0,850.0,Right,1.0,2.0,2.0,Lean,Reserve,170,63
23,66,73,1700000.0,2000.0,Left,1.0,3.0,3.0,Normal,Reserve,182,76
20,62,76,950000.0,4000.0,Right,1.0,4.0,3.0,Normal,Back,178,70
20,60,68,550000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,178,66
37,72,72,900000.0,30000.0,Right,2.0,3.0,2.0,Stocky,Reserve,201,75
23,61,67,475000.0,1000.0,Right,1.0,2.0,2.0,Stocky,Reserve,183,83
20,68,78,2500000.0,5000.0,Right,1.0,4.0,2.0,Lean,Back,188,82
24,60,62,325000.0,2000.0,Right,1.0,4.0,2.0,Normal,Reserve,175,72
22,63,71,700000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,170,70
22,63,67,700000.0,8000.0,Right,1.0,3.0,3.0,Lean,Reserve,183,77
17,60,83,775000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,180,70
21,58,68,450000.0,5000.0,Right,1.0,3.0,2.0,Stocky,Reserve,187,84
19,58,75,525000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,181,79
19,62,76,950000.0,1000.0,Right,1.0,3.0,2.0,Lean,Reserve,185,73
23,66,73,1600000.0,5000.0,Right,1.0,2.0,2.0,Lean,Reserve,175,68
25,64,67,725000.0,3000.0,Right,1.0,3.0,2.0,Normal,Reserve,185,76
30,68,68,1000000.0,500.0,Right,1.0,3.0,3.0,Lean,Middle,179,77
26,62,63,475000.0,1000.0,Right,1.0,2.0,2.0,Normal,Reserve,178,70
20,63,74,1100000.0,3000.0,Left,1.0,4.0,3.0,Normal,Reserve,180,77
36,63,63,160000.0,1000.0,Left,1.0,3.0,3.0,Normal,Reserve,178,74
25,65,67,825000.0,6000.0,Right,1.0,2.0,2.0,Lean,Reserve,175,70
26,69,70,1700000.0,6000.0,Right,1.0,2.0,3.0,Lean,Reserve,191,85
24,64,70,850000.0,2000.0,Right,1.0,3.0,2.0,Lean,Middle,181,71
17,64,79,1300000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,167,58
18,61,72,700000.0,1000.0,Left,1.0,2.0,2.0,Normal,Reserve,181,76
27,69,72,1600000.0,5000.0,Right,1.0,3.0,2.0,Stocky,Back,178,71
21,58,65,400000.0,650.0,Left,1.0,3.0,2.0,Normal,Reserve,167,64
28,64,64,525000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,77
16,59,76,550000.0,500.0,Left,1.0,3.0,3.0,Normal,Reserve,175,73
19,58,70,475000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,180,70
25,65,67,900000.0,2000.0,Right,1.0,4.0,3.0,Normal,Middle,176,69
23,62,70,850000.0,1000.0,Right,1.0,2.0,2.0,Lean,Reserve,182,74
21,62,70,900000.0,3000.0,Right,1.0,3.0,3.0,Lean,Reserve,183,75
22,60,68,550000.0,550.0,Left,1.0,3.0,3.0,Lean,Reserve,186,71
21,75,82,10500000.0,41000.0,Right,1.0,3.0,2.0,Normal,Back,193,81
20,61,70,675000.0,3000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,72
22,65,77,1800000.0,4000.0,Right,1.0,4.0,3.0,Normal,Reserve,175,66
24,63,68,675000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,186,70
28,66,68,850000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,184,73
32,64,64,400000.0,2000.0,Right,1.0,3.0,3.0,Normal,Middle,184,74
22,67,77,2300000.0,10000.0,Right,1.0,4.0,3.0,Lean,Reserve,174,72
21,62,73,850000.0,2000.0,Left,1.0,3.0,2.0,Normal,Reserve,175,68
30,75,75,4600000.0,38000.0,Right,1.0,3.0,2.0,Normal,Reserve,186,95
21,68,75,2300000.0,13000.0,Right,1.0,3.0,2.0,Stocky,Reserve,178,70
19,67,78,2200000.0,4000.0,Right,1.0,3.0,4.0,Lean,Reserve,182,64
27,62,62,425000.0,950.0,Left,1.0,3.0,2.0,Normal,Middle,186,80
24,60,66,375000.0,2000.0,Right,1.0,3.0,2.0,Normal,Back,180,64
20,59,71,550000.0,700.0,Right,1.0,3.0,3.0,Normal,Reserve,188,81
34,63,63,180000.0,2000.0,Left,1.0,2.0,2.0,Normal,Reserve,176,73
20,64,72,1200000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,183,77
20,64,75,1300000.0,2000.0,Right,1.0,3.0,3.0,Lean,Reserve,182,75
23,64,71,1100000.0,3000.0,Right,1.0,2.0,2.0,Normal,Reserve,180,77
23,63,67,650000.0,500.0,Right,1.0,4.0,2.0,Lean,Reserve,178,71
24,68,73,1700000.0,3000.0,Right,1.0,2.0,2.0,Normal,Back,182,73
21,63,70,975000.0,1000.0,Right,1.0,3.0,3.0,Lean,Middle,184,75
22,67,74,2100000.0,10000.0,Right,1.0,3.0,3.0,Normal,Forward,182,74
19,60,78,625000.0,6000.0,Right,1.0,4.0,4.0,Lean,Reserve,180,72
21,64,74,1300000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,178,75
18,65,77,1600000.0,1000.0,Right,1.0,3.0,2.0,Normal,Reserve,178,73
22,56,65,300000.0,3000.0,Left,1.0,3.0,2.0,Lean,Reserve,175,71
23,68,77,2600000.0,3000.0,Right,1.0,3.0,2.0,Lean,Back,180,72
20,67,80,2500000.0,500.0,Right,1.0,3.0,2.0,Normal,Forward,183,77
27,74,75,4200000.0,45000.0,Left,1.0,2.0,2.0,Normal,Back,190,80
23,62,68,600000.0,2000.0,Left,1.0,3.0,2.0,Lean,Back,180,70
20,59,76,600000.0,1000.0,Right,1.0,3.0,3.0,Lean,Reserve,178,76
21,67,78,2100000.0,500.0,Right,1.0,3.0,2.0,Normal,Back,183,75
18,61,79,825000.0,2000.0,Left,1.0,2.0,3.0,Lean,Reserve,180,67
20,68,75,2300000.0,11000.0,Right,1.0,2.0,2.0,Normal,Reserve,186,85
29,62,62,350000.0,550.0,Right,1.0,3.0,2.0,Normal,Reserve,187,80
19,60,70,525000.0,500.0,Right,1.0,2.0,2.0,Normal,Reserve,167,59
19,59,72,500000.0,2000.0,Right,1.0,3.0,2.0,Normal,Reserve,181,71
19,57,66,350000.0,1000.0,Right,1.0,3.0,2.0,Normal,Middle,180,73
19,58,72,475000.0,500.0,Right,1.0,3.0,3.0,Normal,Reserve,167,69
22,62,72,850000.0,7000.0,Left,1.0,3.0,2.0,Lean,Reserve,188,78
21,61,72,700000.0,2000.0,Right,1.0,3.0,2.0,Lean,Reserve,178,76
35,75,75,550000.0,25000.0,Right,3.0,3.0,2.0,Normal,Reserve,193,86
20,64,77,1300000.0,15000.0,Left,1.0,3.0,2.0,Lean,Reserve,182,72
27,77,80,12000000.0,26000.0,Right,1.0,3.0,2.0,Lean,Back,190,78
19,59,76,575000.0,4000.0,Right,1.0,3.0,2.0,Lean,Reserve,188,85
22,67,75,2300000.0,2000.0,Left,1.0,4.0,3.0,Stocky,Middle,168,71
23,62,69,750000.0,650.0,Right,1.0,3.0,2.0,Normal,Reserve,184,72
21,63,74,1100000.0,6000.0,Right,1.0,4.0,2.0,Lean,Reserve,187,79
