loanAmnt;annualInc;application_type;int_rate;revol_bal;revol_util;dti;emp_length;grade;homeOwnership;installment;job;loanDefault;mortAcc;pub_rec_bankruptcies;purpose;term;Year
16475.0;55000.0;INDIVIDUAL;19.99;38742.0;88.50;20.18;10;E;MORTGAGE;436.40;Logistics and Tranportation;Fully Paid;7;0;debt_consolidation;60;2014
10150.0;48360.0;INDIVIDUAL;19.22;8006.0;69.60;27.47;2;D;RENT;373.19;Team Lead Loss Mitigation-FHLMC;Fully Paid;9;0;debt_consolidation;36;2014
15250.0;44000.0;INDIVIDUAL;16.29;12775.0;92.60;24.30;5;C;RENT;538.34;Commonwealth of massachusetts;Fully Paid;17;0;debt_consolidation;36;2013
20000.0;90000.0;INDIVIDUAL;25.89;6245.0;35.30;29.21;4;G;OWN;597.51;NYC  Human Resource Administration;Charged Off;12;0;wedding;60;2013
6900.0;39000.0;INDIVIDUAL;16.99;3787.0;30.80;6.46;1;D;MORTGAGE;245.97;3rd Grade Teacher;Fully Paid;5;0;home_improvement;36;2014
20400.0;51000.0;INDIVIDUAL;18.24;13284.0;26.00;32.72;4;D;RENT;520.70;Sales Representative;Charged Off;25;0;debt_consolidation;60;2014
2400.0;49464.0;INDIVIDUAL;8.18;2619.0;54.60;17.20;2;B;RENT;75.41;Grounds keeper;Fully Paid;8;0;other;36;2015
4200.0;41000.0;INDIVIDUAL;14.54;4009.0;87.50;4.45;5;D;RENT;144.66;etr associates;Fully Paid;6;0;debt_consolidation;36;2011
3000.0;65839.0;INDIVIDUAL;9.49;9915.0;73.40;8.55;10;B;MORTGAGE;96.09;Staff Assistant;Fully Paid;7;0;debt_consolidation;36;2016
25000.0;90000.0;INDIVIDUAL;12.12;14281.0;58.30;15.53;10;B;RENT;831.80;Maintenance;Fully Paid;12;0;other;36;2012
6625.0;42000.0;INDIVIDUAL;14.09;3974.0;40.10;4.51;10;B;RENT;226.72;home depot;Fully Paid;7;1;credit_card;36;2013
28000.0;100000.0;INDIVIDUAL;8.19;48323.0;70.90;19.92;2;A;RENT;879.88;Pharmacist;Fully Paid;22;0;credit_card;36;2014
6625.0;25000.0;INDIVIDUAL;15.80;13682.0;69.10;19.34;10;C;OWN;232.27;ability house;Charged Off;13;0;credit_card;36;2013
35000.0;250000.0;INDIVIDUAL;22.99;657.0;32.80;14.62;8;F;OWN;986.47;Half owner;Fully Paid;7;0;debt_consolidation;60;2015
4000.0;60000.0;INDIVIDUAL;11.53;14014.0;67.10;15.70;10;B;MORTGAGE;131.97;office Manager;Fully Paid;5;0;credit_card;36;2015
8275.0;25000.0;INDIVIDUAL;9.25;15486.0;46.80;31.87;10;A;OWN;264.11;Candy Maker;Fully Paid;10;0;debt_consolidation;36;2013
17000.0;76000.0;INDIVIDUAL;8.39;2172.0;2.40;20.39;7;A;MORTGAGE;347.89;Charge Nurse;Fully Paid;22;0;debt_consolidation;60;2014
35000.0;130000.0;INDIVIDUAL;12.29;30712.0;75.30;25.29;10;C;MORTGAGE;1167.36;Comptroller;Charged Off;15;0;debt_consolidation;36;2015
18000.0;42000.0;INDIVIDUAL;6.03;6706.0;21.20;6.74;2;A;MORTGAGE;547.84;water plant operator;Charged Off;4;0;debt_consolidation;36;2015
15000.0;72000.0;INDIVIDUAL;16.29;12468.0;64.80;23.63;9;C;RENT;529.51;USAF;Fully Paid;9;0;debt_consolidation;36;2012
13000.0;58000.0;INDIVIDUAL;11.67;12275.0;44.60;30.56;7;B;RENT;429.74;Truck driver;Charged Off;17;0;debt_consolidation;36;2014
21150.0;52000.0;INDIVIDUAL;13.11;25926.0;54.50;23.26;2;B;RENT;713.75;Audience, Inc.;Fully Paid;15;0;debt_consolidation;36;2013
17325.0;40000.0;INDIVIDUAL;14.33;14326.0;58.70;24.00;6;C;RENT;406.10;four seasons hotel;Fully Paid;9;0;debt_consolidation;60;2013
25000.0;99000.0;INDIVIDUAL;11.44;29067.0;39.20;33.01;10;B;MORTGAGE;549.07;Store Manager;Fully Paid;26;0;debt_consolidation;60;2015
10000.0;65000.0;INDIVIDUAL;8.19;20596.0;73.60;23.19;4;A;RENT;314.25;Treasury Analyst ;Fully Paid;19;0;credit_card;36;2015
23050.0;150000.0;INDIVIDUAL;6.03;10201.0;13.60;11.44;7;A;MORTGAGE;701.54;Machinist;Fully Paid;18;0;debt_consolidation;36;2014
12000.0;39000.0;INDIVIDUAL;13.11;15342.0;78.30;23.40;10;B;RENT;404.97;United Parcel Service;Fully Paid;8;0;debt_consolidation;36;2013
15350.0;72000.0;INDIVIDUAL;19.05;23711.0;101.80;32.60;10;D;MORTGAGE;563.06;Calcasieu parish school board;Fully Paid;10;0;debt_consolidation;36;2012
9950.0;30000.0;INDIVIDUAL;17.77;11402.0;87.00;12.00;1;D;OWN;358.57;CPSI;Fully Paid;17;0;credit_card;36;2012
10000.0;65000.0;INDIVIDUAL;14.09;18652.0;87.20;26.44;6;B;MORTGAGE;342.22;Columbia distributing;Charged Off;6;0;other;36;2012
10000.0;45000.0;INDIVIDUAL;13.11;9660.0;76.70;17.31;4;B;RENT;337.47;Denver Water;Fully Paid;7;0;debt_consolidation;36;2012
24000.0;70500.0;INDIVIDUAL;13.33;16563.0;87.20;20.83;10;C;RENT;550.14;Field Engineer;Fully Paid;8;0;debt_consolidation;60;2015
11000.0;90000.0;INDIVIDUAL;12.99;10961.0;74.60;9.69;10;B;RENT;370.59;Senior Recruiter;Fully Paid;7;1;debt_consolidation;36;2013
15000.0;204018.0;INDIVIDUAL;15.99;19805.0;74.20;19.42;7;D;RENT;527.29;Vice President;Fully Paid;14;0;debt_consolidation;36;2015
8000.0;85000.0;INDIVIDUAL;18.92;27856.0;55.20;19.29;3;D;RENT;292.93;System Administrator;Fully Paid;14;0;other;36;2014
23225.0;52800.0;INDIVIDUAL;20.75;3241.0;41.60;23.64;5;E;MORTGAGE;625.06;Peer Support Specialist;Fully Paid;9;2;debt_consolidation;60;2016
17000.0;97000.0;INDIVIDUAL;10.99;16210.0;68.40;30.15;1;B;MORTGAGE;556.48;Instructor ;Fully Paid;19;0;credit_card;36;2015
24000.0;80000.0;INDIVIDUAL;13.98;10879.0;72.50;23.13;6;C;OWN;820.04;Teacher;Fully Paid;13;0;debt_consolidation;36;2014
10000.0;49920.0;INDIVIDUAL;10.65;8169.0;61.40;20.17;3;B;MORTGAGE;325.74;REstoration Technologies;Fully Paid;11;0;debt_consolidation;36;2012
10000.0;65000.0;INDIVIDUAL;12.49;9984.0;65.30;11.54;6;B;MORTGAGE;334.49;Executive Director;Fully Paid;8;0;debt_consolidation;36;2014
15000.0;260000.0;INDIVIDUAL;18.85;46675.0;38.30;14.26;5;D;MORTGAGE;548.71;California Travel and Tourism Commission;Fully Paid;13;0;wedding;36;2013
16000.0;65000.0;INDIVIDUAL;12.99;7046.0;82.90;2.98;10;C;MORTGAGE;539.03;Manager;Fully Paid;3;0;medical;36;2014
10200.0;38000.0;INDIVIDUAL;10.59;6713.0;33.90;24.13;6;B;MORTGAGE;331.96;squeaky clean car wash;Fully Paid;11;0;major_purchase;36;2011
24000.0;107000.0;INDIVIDUAL;6.62;21138.0;46.60;10.97;5;A;MORTGAGE;736.89;Air Traffic Controller;Fully Paid;11;0;home_improvement;36;2014
13475.0;60000.0;INDIVIDUAL;22.99;13010.0;53.30;29.30;2;F;RENT;521.55;Technician;Fully Paid;13;0;debt_consolidation;36;2015
25000.0;122800.0;INDIVIDUAL;12.85;22869.0;26.80;14.35;4;B;MORTGAGE;840.55;Truck driver;Fully Paid;16;0;debt_consolidation;36;2014
6600.0;24000.0;INDIVIDUAL;9.17;7469.0;51.90;10.75;10;B;RENT;210.41;Security Guard;Charged Off;9;0;credit_card;36;2014
19200.0;60000.0;INDIVIDUAL;19.99;20118.0;74.50;15.90;3;E;MORTGAGE;508.58;Director;Fully Paid;11;0;debt_consolidation;60;2014
10000.0;44000.0;INDIVIDUAL;24.08;4410.0;51.90;29.10;10;F;MORTGAGE;288.15;Unum;Charged Off;11;0;debt_consolidation;60;2013
17400.0;81000.0;INDIVIDUAL;11.39;22092.0;53.50;25.46;10;B;OWN;572.88;Landside Officer 1;Fully Paid;28;0;other;36;2016
9550.0;45000.0;INDIVIDUAL;13.65;2472.0;28.00;15.57;7;C;RENT;324.78;CSLM;Fully Paid;9;1;debt_consolidation;36;2014
19200.0;67000.0;INDIVIDUAL;17.27;11939.0;94.00;11.02;5;C;MORTGAGE;479.97;Florida Seal & Rubber;Fully Paid;7;0;debt_consolidation;60;2013
3650.0;36638.0;INDIVIDUAL;16.99;36222.0;55.60;26.24;1;D;RENT;130.12;Materials Operations Assistant;Fully Paid;7;0;credit_card;36;2015
11750.0;49000.0;INDIVIDUAL;17.57;27200.0;97.10;18.98;10;D;OWN;422.27;Counselor;Charged Off;12;0;debt_consolidation;36;2015
10000.0;80000.0;INDIVIDUAL;13.06;16247.0;88.80;15.50;3;C;RENT;227.84;Invesco;Fully Paid;7;0;debt_consolidation;60;2011
5375.0;27000.0;INDIVIDUAL;15.61;3639.0;71.40;6.84;7;C;RENT;187.94;Server;Fully Paid;13;0;debt_consolidation;36;2013
20000.0;115000.0;INDIVIDUAL;6.03;14304.0;24.20;6.56;1;A;MORTGAGE;608.72;OLIVER WYMAN GROUP;Fully Paid;11;0;debt_consolidation;36;2013
20000.0;52800.0;INDIVIDUAL;9.17;26604.0;67.50;31.68;5;B;MORTGAGE;637.58;Bakery Manager;Fully Paid;14;0;credit_card;36;2015
15000.0;45000.0;INDIVIDUAL;14.49;9850.0;56.90;29.65;1;C;RENT;352.85;Underwriter;Charged Off;12;1;debt_consolidation;60;2014
10000.0;100000.0;INDIVIDUAL;9.67;3794.0;17.10;8.68;1;B;MORTGAGE;321.13;driver;Fully Paid;11;0;debt_consolidation;36;2013
16500.0;100000.0;INDIVIDUAL;8.39;82.0;0.20;25.97;10;B;MORTGAGE;520.03;Engineer;Fully Paid;15;1;car;36;2016
7075.0;36000.0;INDIVIDUAL;15.61;9719.0;56.50;26.43;10;C;MORTGAGE;247.38;Senior Money Processing;Fully Paid;13;1;debt_consolidation;36;2014
28000.0;162000.0;INDIVIDUAL;5.32;35413.0;52.20;15.01;5;A;MORTGAGE;843.22;Senior Tax Manager;Fully Paid;19;0;debt_consolidation;36;2015
9000.0;56000.0;INDIVIDUAL;8.39;8811.0;61.60;11.98;1;A;RENT;283.65;Driver;Fully Paid;8;0;debt_consolidation;36;2014
15000.0;78000.0;INDIVIDUAL;12.99;20545.0;40.10;10.18;10;B;MORTGAGE;505.34;Teacher;Fully Paid;19;0;credit_card;36;2014
28200.0;64000.0;INDIVIDUAL;21.49;12.0;0.10;4.81;7;E;RENT;770.70;Swarovski;Fully Paid;2;0;debt_consolidation;60;2013
7200.0;32000.0;INDIVIDUAL;16.20;4508.0;53.00;15.53;6;C;RENT;253.85;Truck driver;Fully Paid;9;1;debt_consolidation;36;2013
8000.0;51000.0;INDIVIDUAL;6.03;4455.0;29.90;18.38;6;A;MORTGAGE;243.49;Operations Manager;Fully Paid;10;0;home_improvement;36;2012
12000.0;50000.0;INDIVIDUAL;14.09;11052.0;54.70;13.07;2;B;RENT;410.66;Shin Shin;Charged Off;9;0;credit_card;36;2012
15000.0;48000.0;INDIVIDUAL;10.74;13558.0;66.50;18.36;5;B;RENT;489.24;Bradshaw Internationa;Fully Paid;11;0;debt_consolidation;36;2012
2200.0;57000.0;INDIVIDUAL;15.31;26552.0;87.90;28.84;6;C;RENT;76.60;manager;Fully Paid;13;0;debt_consolidation;36;2013
30000.0;95000.0;INDIVIDUAL;18.75;21083.0;83.70;10.17;5;D;MORTGAGE;1095.90;Converse consulting;Fully Paid;11;0;debt_consolidation;36;2012
2400.0;24000.0;INDIVIDUAL;7.12;4893.0;35.50;26.10;4;A;MORTGAGE;74.24;interpreter;Fully Paid;7;1;credit_card;36;2014
17000.0;83000.0;INDIVIDUAL;10.16;9422.0;37.80;15.43;4;B;RENT;549.83;Dept of Trans;Fully Paid;8;0;debt_consolidation;36;2013
15800.0;104000.0;INDIVIDUAL;12.99;35749.0;84.70;23.16;10;B;MORTGAGE;532.29;Teacher;Fully Paid;9;0;debt_consolidation;36;2014
15000.0;40000.0;INDIVIDUAL;16.78;14448.0;86.00;24.70;9;C;OWN;533.15;Crown tonka walk-in coolers;Fully Paid;7;0;debt_consolidation;36;2013
20000.0;62500.0;INDIVIDUAL;20.99;15838.0;89.50;15.09;1;F;RENT;349.60;Unifirst;Fully Paid;9;1;debt_consolidation;60;2011
8000.0;45000.0;INDIVIDUAL;14.09;4832.0;81.90;3.92;10;B;MORTGAGE;273.78;University of Georgia;Fully Paid;3;0;home_improvement;36;2013
4000.0;41499.0;INDIVIDUAL;18.25;8275.0;44.30;31.59;5;E;RENT;145.12;Property Manager;Fully Paid;17;0;other;36;2015
6850.0;46574.0;INDIVIDUAL;12.49;6334.0;26.10;9.33;5;B;RENT;229.13;Program Manager;Fully Paid;13;0;credit_card;36;2014
15000.0;98000.0;INDIVIDUAL;18.49;4958.0;61.20;24.69;7;D;MORTGAGE;545.99;ALEXANDER OILFIELD SERVICE;Fully Paid;11;1;home_improvement;36;2013
12500.0;40500.0;INDIVIDUAL;13.61;7285.0;41.60;16.36;1;C;RENT;424.86;SusQtech;Fully Paid;14;0;debt_consolidation;36;2010
13500.0;89000.0;INDIVIDUAL;17.57;8410.0;46.00;8.36;6;D;OWN;339.67;SALES MANAGER;Charged Off;10;1;home_improvement;60;2014
12000.0;72000.0;INDIVIDUAL;11.99;14454.0;77.70;9.93;2;B;MORTGAGE;398.52;Systems Engineer;Fully Paid;8;0;credit_card;36;2014
7700.0;47000.0;INDIVIDUAL;10.15;9061.0;27.30;27.83;10;B;OWN;249.00;Teller ;Charged Off;13;0;debt_consolidation;36;2014
10500.0;84000.0;INDIVIDUAL;14.99;30909.0;58.30;37.31;10;C;MORTGAGE;249.74;Project Manager;Charged Off;13;0;credit_card;60;2014
10000.0;195000.0;INDIVIDUAL;12.73;33994.0;54.50;15.42;4;C;MORTGAGE;335.67;Oracle Corp;Fully Paid;21;0;debt_consolidation;36;2010
1000.0;60000.0;INDIVIDUAL;10.99;22939.0;95.60;14.76;10;B;OWN;32.74;Bayside Restaurant;Fully Paid;6;0;debt_consolidation;36;2011
15000.0;45000.0;INDIVIDUAL;14.33;16741.0;64.10;34.37;10;C;MORTGAGE;515.08;Carmel Transportation;Fully Paid;17;0;debt_consolidation;36;2013
16000.0;40000.0;INDIVIDUAL;8.19;18332.0;37.80;35.70;1;A;RENT;502.79;Cash Application Clerk;Fully Paid;22;0;debt_consolidation;36;2014
19075.0;60000.0;INDIVIDUAL;13.11;12937.0;70.30;14.14;8;B;MORTGAGE;643.73;Wilson County Home Health;Fully Paid;7;0;debt_consolidation;36;2012
10000.0;120000.0;INDIVIDUAL;8.19;11740.0;50.80;5.70;6;A;OWN;314.25;E learning designer;Charged Off;14;0;debt_consolidation;36;2015
35000.0;92000.0;INDIVIDUAL;22.99;18203.0;83.50;14.07;6;F;RENT;986.47;Head, Departmental Civil Service Represe;Fully Paid;9;0;debt_consolidation;60;2015
5000.0;59000.0;INDIVIDUAL;14.49;1285.0;37.80;16.15;6;C;MORTGAGE;172.09;Performance Team Leader;Fully Paid;14;0;home_improvement;36;2014
11500.0;35000.0;INDIVIDUAL;13.67;18815.0;70.20;29.29;10;B;RENT;391.21;warehouse asistent;Charged Off;14;0;credit_card;36;2013
12000.0;35000.0;INDIVIDUAL;6.49;4801.0;16.80;18.55;1;A;RENT;367.74;Sales Manager;Fully Paid;10;0;credit_card;36;2014
20950.0;50000.0;INDIVIDUAL;18.99;8025.0;30.10;29.09;10;E;MORTGAGE;543.34;buyer;Fully Paid;17;0;home_improvement;60;2014
9725.0;90000.0;INDIVIDUAL;14.46;40009.0;71.40;26.04;6;C;OWN;334.56;Real Estate/Poker professional;Charged Off;11;0;debt_consolidation;36;2016
10000.0;65000.0;INDIVIDUAL;13.99;21393.0;49.30;21.95;6;C;OWN;232.64;Bejo Seeds Inc;Fully Paid;12;0;debt_consolidation;60;2012
9600.0;42000.0;INDIVIDUAL;6.49;3537.0;25.30;18.43;3;A;RENT;294.19;Office Manager;Fully Paid;8;0;debt_consolidation;36;2014
11500.0;35000.0;INDIVIDUAL;13.11;9390.0;34.90;28.15;10;B;MORTGAGE;388.10;P&H Farms;Fully Paid;12;0;home_improvement;36;2013
12000.0;64320.0;INDIVIDUAL;15.96;4483.0;55.30;2.99;9;C;RENT;291.57;Timet;Fully Paid;7;0;debt_consolidation;60;2012
1200.0;53000.0;INDIVIDUAL;13.33;7076.0;82.00;28.51;7;C;RENT;40.63;Attorney;Fully Paid;15;1;credit_card;36;2015
23625.0;65000.0;INDIVIDUAL;12.59;6700.0;16.80;21.23;10;C;MORTGAGE;532.60;manager;Fully Paid;13;0;debt_consolidation;60;2015
9700.0;33384.0;INDIVIDUAL;9.99;8548.0;48.30;20.56;2;B;RENT;312.95;Preservation & Operations Specialist;Fully Paid;15;0;debt_consolidation;36;2013
12000.0;43000.0;INDIVIDUAL;14.16;8852.0;33.40;9.41;10;C;RENT;280.22;guidance counselor;Charged Off;9;1;debt_consolidation;60;2014
19750.0;44000.0;INDIVIDUAL;17.27;28632.0;48.00;31.99;10;C;OWN;493.72;Wells Fargo Bank;Fully Paid;16;0;debt_consolidation;60;2012
15000.0;73000.0;INDIVIDUAL;6.62;15352.0;24.10;10.03;1;A;MORTGAGE;460.56;Aerotek ;Fully Paid;12;0;debt_consolidation;36;2013
7200.0;82000.0;INDIVIDUAL;14.65;34921.0;93.10;19.83;10;C;MORTGAGE;248.36;officemax;Fully Paid;11;0;home_improvement;36;2012
33000.0;105000.0;INDIVIDUAL;12.99;39206.0;43.60;23.06;4;C;MORTGAGE;1111.75;Assistant Director of Therapy;Charged Off;18;0;debt_consolidation;36;2014
13600.0;32500.0;INDIVIDUAL;16.24;14586.0;87.30;17.50;1;C;RENT;479.75;Office Manager;Fully Paid;4;0;credit_card;36;2014
4000.0;125000.0;INDIVIDUAL;14.65;11833.0;58.90;10.59;2;C;RENT;137.98;Sales Account Manager;Fully Paid;11;0;debt_consolidation;36;2015
13000.0;70000.0;INDIVIDUAL;12.49;13586.0;55.20;16.73;10;B;RENT;434.84;branch manager;Charged Off;11;0;debt_consolidation;36;2014
12000.0;46500.0;INDIVIDUAL;22.45;3979.0;9.50;12.75;1;F;RENT;334.51;Shipper III;Fully Paid;19;1;debt_consolidation;60;2016
15000.0;42000.0;INDIVIDUAL;25.49;15108.0;47.40;10.69;2;E;OWN;444.59;Personal Banker;Fully Paid;15;0;credit_card;60;2016
6000.0;62000.0;INDIVIDUAL;7.89;3851.0;18.40;2.71;8;A;MORTGAGE;187.72;labor;Fully Paid;9;0;car;36;2015
10750.0;33000.0;INDIVIDUAL;13.98;10845.0;37.50;23.82;5;C;RENT;367.31;Operations Manager;Fully Paid;13;0;debt_consolidation;36;2013
1000.0;55000.0;INDIVIDUAL;7.39;9079.0;33.50;16.17;4;A;RENT;31.06;Aircraft mechanic;Fully Paid;10;0;other;36;2016
26875.0;56000.0;INDIVIDUAL;10.78;20494.0;32.40;4.50;9;B;RENT;877.06;technician;Fully Paid;7;0;major_purchase;36;2016
4500.0;34000.0;INDIVIDUAL;10.99;4598.0;35.90;14.79;8;B;RENT;147.31;Event Coordinator;Fully Paid;6;1;debt_consolidation;36;2013
12000.0;39000.0;INDIVIDUAL;16.20;6672.0;52.10;31.17;10;C;MORTGAGE;423.08;Food Purchasing Coordinator;Fully Paid;11;0;debt_consolidation;36;2013
18500.0;85000.0;INDIVIDUAL;10.64;9935.0;52.30;8.64;10;B;MORTGAGE;398.93;USAF;Fully Paid;7;0;debt_consolidation;60;2013
34200.0;94500.0;INDIVIDUAL;9.17;3744.0;6.90;4.37;1;B;RENT;712.77;vice president;Charged Off;16;0;debt_consolidation;60;2015
28000.0;109152.0;INDIVIDUAL;8.90;2880.0;51.40;14.06;9;A;RENT;889.09;System Administrator;Fully Paid;6;0;debt_consolidation;36;2014
10000.0;60000.0;INDIVIDUAL;10.16;5057.0;54.40;12.36;4;B;MORTGAGE;323.43;Best Buy;Fully Paid;9;0;credit_card;36;2013
12000.0;60000.0;INDIVIDUAL;12.69;16464.0;89.50;18.38;2;B;RENT;402.54;Program Manager;Fully Paid;6;0;credit_card;36;2011
16225.0;122000.0;INDIVIDUAL;19.52;393.0;5.50;8.93;4;E;RENT;425.55;Director;Fully Paid;12;1;debt_consolidation;60;2014
8850.0;40000.0;INDIVIDUAL;16.99;13313.0;56.70;29.13;10;D;RENT;315.49;Machinist;Charged Off;7;0;debt_consolidation;36;2016
6000.0;42238.3;INDIVIDUAL;11.99;6553.0;58.00;22.39;6;B;MORTGAGE;199.26;Mechanic;Charged Off;6;0;debt_consolidation;36;2014
12000.0;43653.0;INDIVIDUAL;14.49;2187.0;27.70;24.47;10;C;MORTGAGE;413.00;sr warehouse specialist;Fully Paid;11;1;debt_consolidation;36;2014
3050.0;40000.0;INDIVIDUAL;12.29;11682.0;49.70;13.11;1;C;RENT;101.73;Student Assistant (Career Technician);Charged Off;6;0;other;36;2015
12000.0;100000.0;INDIVIDUAL;15.31;12092.0;60.20;20.93;5;C;RENT;417.81;City of Green Bay;Fully Paid;21;0;debt_consolidation;36;2012
3850.0;15000.0;INDIVIDUAL;12.12;6159.0;67.70;11.60;1;B;RENT;128.10;Z'Tejas Restaurant Holdings, LP;Fully Paid;5;0;credit_card;36;2012
7500.0;23559.2;INDIVIDUAL;15.61;4547.0;32.00;18.49;6;C;RENT;262.24;Store manager;Charged Off;11;1;debt_consolidation;36;2014
27200.0;130000.0;INDIVIDUAL;9.67;6493.0;40.80;19.40;6;B;MORTGAGE;873.46;Director of Business Development;Fully Paid;11;0;debt_consolidation;36;2014
2500.0;36500.0;INDIVIDUAL;8.67;4483.0;56.00;30.29;10;B;RENT;79.12;Front Desk Reception;Fully Paid;11;0;debt_consolidation;36;2014
8000.0;62450.0;INDIVIDUAL;12.69;9467.0;46.00;15.58;10;C;MORTGAGE;268.36;System Administrator;Fully Paid;12;1;debt_consolidation;36;2015
21000.0;85000.0;INDIVIDUAL;13.67;15221.0;65.30;28.80;3;B;MORTGAGE;714.37;Lead Auditor - Quality;Charged Off;20;0;credit_card;36;2013
22900.0;64800.0;INDIVIDUAL;13.05;28475.0;92.50;16.43;10;B;RENT;772.15;Remedial Environmental Manpower, Inc.;Fully Paid;8;0;debt_consolidation;36;2013
5000.0;53038.0;INDIVIDUAL;7.90;25434.0;34.80;14.61;10;A;RENT;156.46;Freemanco, Ges, other deco companies;Fully Paid;15;0;debt_consolidation;36;2012
7500.0;68000.0;INDIVIDUAL;14.49;1820.0;36.40;9.07;2;C;RENT;258.13;Owner ;Fully Paid;6;1;other;36;2014
24000.0;73000.0;INDIVIDUAL;10.75;12609.0;26.90;10.60;9;B;MORTGAGE;518.84;Order selector;Fully Paid;15;0;debt_consolidation;60;2016
20000.0;75000.0;INDIVIDUAL;8.19;11590.0;59.40;13.67;1;A;MORTGAGE;628.49;Fleet sales rep;Fully Paid;16;0;credit_card;36;2015
13075.0;51456.0;INDIVIDUAL;20.80;10556.0;51.00;15.23;6;E;MORTGAGE;352.26;Maintenance;Fully Paid;10;1;credit_card;60;2013
15000.0;65000.0;INDIVIDUAL;11.14;18946.0;29.60;24.13;10;B;RENT;492.08;ibew 481;Fully Paid;15;0;home_improvement;36;2013
35000.0;95000.0;INDIVIDUAL;18.25;5127.0;49.80;8.54;10;D;MORTGAGE;1269.73;Manager;Fully Paid;8;0;debt_consolidation;36;2013
7125.0;46824.0;INDIVIDUAL;15.61;4536.0;33.90;5.67;1;C;MORTGAGE;249.13;truck driver;Charged Off;7;1;debt_consolidation;36;2014
23000.0;125000.0;INDIVIDUAL;16.99;16666.0;49.60;9.40;1;D;RENT;571.49;HR Manager;Fully Paid;11;0;debt_consolidation;60;2014
15000.0;90084.0;INDIVIDUAL;7.88;42135.0;66.60;10.35;6;A;MORTGAGE;469.22;Technip USA;Fully Paid;10;0;debt_consolidation;36;2010
10000.0;52000.0;INDIVIDUAL;13.05;14408.0;92.40;20.56;10;B;MORTGAGE;337.19;City Of Hurley;Fully Paid;5;0;credit_card;36;2013
9600.0;35000.0;INDIVIDUAL;11.53;6311.0;31.60;33.73;9;B;RENT;316.71;OPERATIONS MANAGER;Fully Paid;10;0;credit_card;36;2015
10000.0;50000.0;INDIVIDUAL;14.33;5929.0;72.30;22.25;1;C;RENT;234.40;Asst manager;Fully Paid;7;0;credit_card;60;2015
15000.0;88000.0;INDIVIDUAL;11.49;11910.0;74.00;15.52;10;B;MORTGAGE;494.57;Planner;Fully Paid;9;1;home_improvement;36;2016
10000.0;36000.0;INDIVIDUAL;16.29;8774.0;90.70;13.47;1;C;OWN;353.01;United States Postal Service;Fully Paid;10;0;credit_card;36;2012
29100.0;65000.0;INDIVIDUAL;14.98;20265.0;68.70;20.00;1;C;RENT;1008.48;Medical Coder;Fully Paid;12;0;credit_card;36;2013
9000.0;68000.0;INDIVIDUAL;13.99;13403.0;22.70;7.44;4;C;RENT;307.56;Presidio Way Veterinary Hospital;Fully Paid;8;0;debt_consolidation;36;2012
9000.0;61000.0;INDIVIDUAL;14.64;819.0;2.10;16.07;6;C;MORTGAGE;310.41;Senior Operations Specialist;Fully Paid;20;1;debt_consolidation;36;2014
12500.0;42000.0;INDIVIDUAL;12.85;9432.0;43.70;14.83;5;B;MORTGAGE;420.28;front office manager;Fully Paid;15;1;debt_consolidation;36;2014
10000.0;70000.0;INDIVIDUAL;10.64;5812.0;38.00;12.94;10;B;MORTGAGE;325.69;U. S. Military;Fully Paid;8;0;major_purchase;36;2013
20000.0;72000.0;INDIVIDUAL;13.99;16282.0;62.10;25.73;10;C;RENT;683.46;RN;Charged Off;12;0;debt_consolidation;36;2015
12000.0;35000.0;INDIVIDUAL;15.61;3544.0;62.20;6.34;10;D;MORTGAGE;289.34;Truck driver;Charged Off;5;1;debt_consolidation;60;2014
23300.0;65000.0;INDIVIDUAL;19.99;4443.0;32.90;12.80;10;D;MORTGAGE;865.80;teacher;Fully Paid;16;0;debt_consolidation;36;2016
5000.0;42000.0;INDIVIDUAL;15.88;29383.0;71.30;27.73;8;C;RENT;175.49;Aero Med Ltd;Fully Paid;18;0;debt_consolidation;36;2013
25200.0;103500.0;INDIVIDUAL;5.32;8665.0;18.40;7.30;10;A;MORTGAGE;758.90;Software Engineer;Fully Paid;9;0;debt_consolidation;36;2015
9000.0;44000.0;INDIVIDUAL;6.03;2132.0;12.50;1.01;10;A;RENT;273.92;federal express;Fully Paid;9;0;credit_card;36;2013
8000.0;14400.0;INDIVIDUAL;9.99;368.0;15.30;1.25;3;B;RENT;258.10;Rusty Armor;Charged Off;3;0;medical;36;2011
18000.0;95000.0;INDIVIDUAL;10.99;18146.0;70.10;9.71;10;B;RENT;589.22;wells fargo bank;Fully Paid;10;0;debt_consolidation;36;2013
8000.0;35000.0;INDIVIDUAL;13.05;5398.0;43.90;22.32;10;B;RENT;269.75;wholefoodsmarket;Fully Paid;9;1;debt_consolidation;36;2013
9600.0;70000.0;INDIVIDUAL;10.99;17667.0;61.10;15.10;10;B;MORTGAGE;314.25;LESHER MACK SALES AND SERVICE;Fully Paid;14;0;debt_consolidation;36;2013
22000.0;86000.0;INDIVIDUAL;15.61;66342.0;98.00;21.80;10;D;MORTGAGE;769.23;Operational Consultant;Fully Paid;9;0;debt_consolidation;36;2015
27650.0;140000.0;INDIVIDUAL;16.55;9298.0;37.30;24.78;10;D;MORTGAGE;979.62;journerylineman;Charged Off;16;0;home_improvement;36;2015
